city,state,population,lat,lng
Manhasset,NY,7922.0,40.7884,-73.6943
Manlius,NY,4503.0,43.0017,-75.9819
Maspeth,NY,4178.0,,
Merrick,NY,20679.0,40.6515,-73.5535
Middletown,NY,57973.0,41.4458,-74.4228
Montgomery,NY,4562.0,41.5216,-74.2388
Mount Vernon,NY,68703.0,40.9136,-73.8291
New City,NY,34338.0,41.1543,-73.9909
New Paltz,NY,7031.0,41.7495,-74.0809
New Rochelle,NY,79946.0,40.9305,-73.7836
New York,NY,19354922.0,40.6943,-73.9249
Newburgh,NY,28363.0,41.5037,-74.0205
Oceanside,NY,30710.0,40.6328,-73.6363
Pembroke,NY,4135.0,,
Port Jervis,NY,16410.0,41.3782,-74.6909
Potsdam,NY,9566.0,44.6699,-74.9831
Queens,NY,2333054.0,40.7498,-73.7976
Rochester,NY,711998.0,43.168,-77.6162
Rotterdam,NY,29973.0,,
Schenectady,NY,65625.0,42.8025,-73.9276
Shirley,NY,27186.0,40.7949,-72.8743
Sodus,NY,2726.0,43.2371,-77.0628
Stanfordville,NY,4178.0,,
Staten Island,NY,476015.0,40.5834,-74.1496
Syracuse,NY,407259.0,43.0409,-76.1438
Tremont,NY,4178.0,,
Troy,NY,49565.0,42.7354,-73.6751
Warwick,NY,12254.0,41.2551,-74.355
Yonkers,NY,202019.0,40.9466,-73.8674
Akron,OH,565920.0,41.0798,-81.5219
Alliance,OH,31758.0,40.9107,-81.1189
Apple Creek,OH,1187.0,40.7486,-81.8334
Ashtabula,OH,27840.0,41.8806,-80.7984
Ashtabula Township,OH,4178.0,,
Ashville,OH,6297.0,39.7239,-82.9576
Barberton,OH,26120.0,41.0094,-81.6037
Beverly,OH,1318.0,39.55,-81.6362
Brooklyn,OH,10792.0,41.4349,-81.7498
Brookville,OH,5888.0,39.8393,-84.4176
Butler Township,OH,4178.0,,
Canton,OH,271184.0,40.8076,-81.3678
Celina,OH,11139.0,40.5551,-84.5628
Cincinnati,OH,1648254.0,39.1412,-84.506
Circleville,OH,15657.0,39.6063,-82.9334
Cleveland,OH,1730363.0,41.4767,-81.6805
Colebrook Township,OH,4178.0,,
Columbus,OH,1528314.0,39.986,-82.9851
Crawford County,OH,4178.0,,
Dayton,OH,718169.0,39.7797,-84.1998
Defiance,OH,18519.0,41.281,-84.3659
Delaware,OH,39267.0,40.2866,-83.0747
East Cleveland,OH,17187.0,41.5318,-81.5795
Elyria,OH,53883.0,41.3761,-82.1063
Englewood,OH,13470.0,39.8643,-84.3071
Euclid,OH,47201.0,41.5904,-81.5188
Fairborn,OH,33541.0,39.801,-84.0094
Fairfield,OH,42566.0,39.3301,-84.5405
Fairview,OH,80.0,40.0573,-81.235
Findlay,OH,48582.0,41.0467,-83.6379
Franklin County,OH,4178.0,,
Franklinton,OH,4178.0,,
Geneva Township,OH,4178.0,,
Girard,OH,9378.0,41.1666,-80.6963
Green,OH,25747.0,40.9483,-81.4757
Hamilton,OH,62092.0,39.3938,-84.5652
Harrison Township,OH,4178.0,,
Hilltop,OH,538.0,41.1627,-80.7408
Hockingport,OH,171.0,39.1907,-81.7495
Howland Township,OH,4178.0,,
Hudson,OH,22245.0,41.2399,-81.4408
Jasper,OH,725.0,,
Jeffersonville,OH,1180.0,39.6522,-83.555
Kent,OH,29915.0,41.149,-81.361
Kettering,OH,55175.0,39.6957,-84.1496
Lancaster,OH,44200.0,39.7249,-82.6049
Lima,OH,69798.0,40.741,-84.1121
Madison Township,OH,4178.0,,
Mansfield,OH,72635.0,40.7656,-82.5275
Martins Ferry,OH,6659.0,40.1014,-80.7253
Medina,OH,26190.0,41.1358,-81.8694
Miami Township,OH,4178.0,,
Montpelier,OH,3809.0,41.5817,-84.5968
Moraine,OH,6445.0,39.6983,-84.2459
Mt. Auburn,OH,4178.0,,
New Straitsville,OH,711.0,39.5793,-82.2343
Niles,OH,18473.0,41.1878,-80.7531
North Royalton,OH,30294.0,41.3138,-81.7452
Northwood,OH,5396.0,41.6089,-83.4836
Oak Hill,OH,1518.0,38.8962,-82.5691
Parma,OH,79167.0,41.3843,-81.7286
Perry Township,OH,4178.0,,
Pike County,OH,4178.0,,
Powatan Point,OH,4178.0,,
Richmond Heights,OH,10417.0,41.5589,-81.5029
Rome,OH,92.0,38.6657,-83.3793
Southington,OH,3520.0,,
Springfield,OH,83286.0,39.9297,-83.7957
St. Clair Township,OH,4178.0,,
Steubenville,OH,18003.0,40.3653,-80.652
Struthers,OH,10254.0,41.051,-80.592
Sugarcreek,OH,2212.0,40.5076,-81.6409
Sylvania Township,OH,4178.0,,
Tiffin,OH,19091.0,41.1165,-83.1805
Toledo,OH,488672.0,41.6639,-83.5822
Trotwood,OH,24386.0,39.7927,-84.3165
Twinsburg,OH,18959.0,41.322,-81.4451
Union Township,OH,4178.0,,
Uniontown,OH,3319.0,40.9736,-81.4045
Van Wert,OH,10557.0,40.8653,-84.5873
Vandalia,OH,15053.0,39.8791,-84.193
Wadsworth,OH,23476.0,41.0279,-81.7324
Warren,OH,39562.0,41.239,-80.8174
Washington Court House,OH,15192.0,39.5383,-83.4279
Waverly,OH,4309.0,39.1256,-82.9836
Westerville,OH,39737.0,40.1241,-82.9209
Westlake,OH,32297.0,41.4524,-81.9295
Whitehall,OH,18913.0,39.9682,-82.8833
Willoughby,OH,22860.0,41.646,-81.4084
Zanesville,OH,41969.0,39.9567,-82.0133
Ada,OK,17886.0,34.7686,-96.6689
Allen,OK,930.0,34.8774,-96.413
Anadarko,OK,5806.0,35.0652,-98.2441
Ardmore,OK,21315.0,34.1943,-97.1253
Bartlesville,OK,39568.0,36.7357,-95.9452
Bethany,OK,19402.0,35.5072,-97.6417
Bixby,OK,26724.0,35.9454,-95.8773
Blackwell,OK,6564.0,36.8011,-97.3009
Boswell,OK,690.0,34.0281,-95.8685
Broken Bow,OK,4207.0,34.0276,-94.7419
Bunch,OK,4178.0,,
Burns Flat,OK,1939.0,35.3548,-99.1751
Byars,OK,269.0,34.8724,-97.0541
Byng,OK,1194.0,34.8659,-96.6678
Cache,OK,2658.0,34.6297,-98.6181
Catoosa,OK,7024.0,36.1832,-95.7663
Chickasha,OK,15974.0,35.041,-97.9472
Claremore,OK,25365.0,36.3143,-95.6101
Coal County,OK,4178.0,,
Colbert,OK,1220.0,33.8578,-96.5043
Cushing,OK,6637.0,35.9797,-96.7603
Del City,OK,21798.0,35.4483,-97.4408
Edmond,OK,91950.0,35.6689,-97.4159
Enid,OK,48325.0,36.4061,-97.8701
Eufaula,OK,2888.0,35.2922,-95.5862
Fairfax,OK,1298.0,36.5698,-96.708
Fairland,OK,1039.0,36.7506,-94.8484
Fort Smith,OK,4178.0,,
Grant,OK,326.0,33.9387,-95.5155
Guthrie,OK,9123.0,35.8424,-97.4354
Healdton,OK,2718.0,34.2335,-97.4868
Henryetta,OK,6271.0,35.4421,-95.9847
Hominy,OK,3361.0,36.422,-96.3929
Jay,OK,2528.0,36.4273,-94.7954
Kansas,OK,798.0,36.2058,-94.789
Kellyville,OK,1157.0,35.9481,-96.2137
Kiowa,OK,681.0,34.7223,-95.9018
Lawton,OK,91383.0,34.6176,-98.4203
Leedey,OK,440.0,35.8689,-99.345
Logan County,OK,4178.0,,
Mannford,OK,3087.0,36.1295,-96.3347
McAlester,OK,19140.0,34.9262,-95.7698
McLoud,OK,4685.0,35.407,-97.1014
Miami,OK,15718.0,36.8877,-94.8718
Midwest City,OK,57308.0,35.463,-97.3709
Millerton,OK,314.0,33.9832,-95.0177
Moore,OK,61523.0,35.3293,-97.4757
Muskogee,OK,40588.0,35.743,-95.3566
Mustang,OK,21222.0,35.3917,-97.7246
Noble County,OK,4178.0,,
Norman,OK,115065.0,35.2335,-97.3471
Norwood,OK,4178.0,,
Oaks,OK,285.0,36.1695,-94.8526
Okarche,OK,1322.0,35.7189,-97.9757
Okemah,OK,3126.0,35.4297,-96.3005
Oklahoma City,OK,955998.0,35.4676,-97.5137
Okmulgee,OK,13685.0,35.6137,-96.0068
Okmulgee County,OK,4178.0,,
Owasso,OK,36215.0,36.2882,-95.8328
Pink,OK,2137.0,35.2327,-97.1002
Pittsburg,OK,196.0,34.7116,-95.8502
Ponca City,OK,24849.0,36.7235,-97.0679
Porteau,OK,4178.0,,
Poteau,OK,8106.0,35.043,-94.6357
Pottawatomie County,OK,4178.0,,
Prague,OK,2412.0,35.4997,-96.6999
Pryor,OK,4178.0,,
Roland,OK,3711.0,35.4147,-94.5137
Rufe,OK,4178.0,,
Rush Springs,OK,1251.0,34.7792,-97.9572
Sallisaw,OK,7818.0,35.4605,-94.807
Sand Springs,OK,19909.0,36.1343,-96.1283
Sapulpa,OK,20843.0,36.0089,-96.0983
Schulter,OK,501.0,35.511,-95.9567
Sperry,OK,1301.0,36.2978,-95.9917
Stillwater,OK,48550.0,36.1315,-97.074
Tahlequah,OK,19676.0,35.9116,-94.9773
Talihina,OK,1083.0,34.7522,-95.0409
The Village,OK,9407.0,35.5706,-97.5567
Tishomingo,OK,3074.0,34.2387,-96.6806
Tom,OK,4178.0,,
Tulsa,OK,672054.0,36.1284,-95.9043
Vinita,OK,5639.0,36.6364,-95.1769
Wagoner,OK,8603.0,35.9641,-95.3791
Washita County,OK,4178.0,,
Watts,OK,310.0,36.1073,-94.5717
Wetumka,OK,1203.0,35.241,-96.2389
Wewoka,OK,2969.0,35.1441,-96.4967
Wilburton,OK,2767.0,34.9183,-95.3047
Aloha,OR,55205.0,45.492,-122.8726
Amity,OR,1688.0,45.1155,-123.2034
Bandon,OR,3166.0,43.1141,-124.4158
Beaverton,OR,97514.0,45.4779,-122.8168
Bend,OR,103349.0,44.0562,-121.3087
Boring,OR,4178.0,,
Burns,OR,4080.0,43.5882,-119.0614
Cave Junction,OR,1971.0,42.1672,-123.6473
Central Point,OR,18234.0,42.3765,-122.911
Clackamas County,OR,4178.0,,
Colton,OR,4178.0,,
Coos Bay,OR,32030.0,43.3789,-124.233
Cottage Grove,OR,11556.0,43.7961,-123.0573
Dallas,OR,17146.0,44.9222,-123.3131
Eugene,OR,267568.0,44.0563,-123.1173
Florence,OR,10755.0,43.9913,-124.1062
Grants Pass,OR,54973.0,42.4333,-123.3316
Gresham,OR,111053.0,45.5023,-122.4413
Hillsboro,OR,106894.0,45.5272,-122.936
Josephine County,OR,4178.0,,
Keizer,OR,39315.0,45.0029,-123.0241
King City,OR,3892.0,45.401,-122.8068
Klamath Falls,OR,42463.0,42.2191,-121.7754
Lincoln CIty,OR,4178.0,,
McMinnville,OR,41583.0,45.211,-123.1918
Medford,OR,168219.0,42.3372,-122.8537
Milwaukie,OR,20801.0,45.4447,-122.6221
Oakridge,OR,3303.0,43.745,-122.4637
Ontario,OR,24738.0,44.0259,-116.976
Oregon City,OR,36360.0,45.3414,-122.5927
Polk County,OR,4178.0,,
Portland,OR,2052796.0,45.5371,-122.65
Salem,OR,259816.0,44.9232,-123.0245
Seaside,OR,8817.0,45.9888,-123.9215
Sherwood,OR,19467.0,45.3598,-122.843
Silverton,OR,10750.0,45.003,-122.7808
Springfield,OR,62353.0,44.0538,-122.981
The Dalles,OR,20293.0,45.6053,-121.182
Tualatin,OR,27478.0,45.3772,-122.7746
Washington County,OR,4178.0,,
Welches,OR,4178.0,,
West Linn,OR,26703.0,45.3669,-122.6399
Wilderville,OR,4178.0,,
Wolf Creek,OR,4178.0,,
Abington Township,PA,4178.0,,
Allentown,PA,682899.0,40.5961,-75.4755
Aspers,PA,376.0,39.9764,-77.226
Avella,PA,893.0,40.2737,-80.4672
Bloomsburg,PA,51356.0,41.0026,-76.4561
Bristol Township,PA,4178.0,,
Campbelltown,PA,4454.0,40.2761,-76.5848
Canaan Township,PA,4178.0,,
Canton Township,PA,4178.0,,
Chambersburg,PA,52418.0,39.9315,-77.6556
Chester,PA,34077.0,39.8456,-75.3719
Dover Township,PA,4178.0,,
East Stroudsburg,PA,56771.0,41.0023,-75.1779
Erie,PA,188079.0,42.1168,-80.0733
Fairchance,PA,1902.0,39.8251,-79.754
Forks Township,PA,4178.0,,
Forksville,PA,135.0,41.4896,-76.6028
Fort Littleton,PA,4178.0,,
Franklin Township,PA,4178.0,,
Germantown,PA,4178.0,,
Greensburg,PA,14299.0,40.3113,-79.5444
Hanover Township,PA,4178.0,,
Harrisburg,PA,441580.0,40.2752,-76.8843
Hazleton,PA,55444.0,40.9504,-75.9724
Hummelstown,PA,4634.0,40.2657,-76.7126
Huntingdon County,PA,4178.0,,
Jim Thorpe,PA,5421.0,40.8712,-75.7433
Johnstown,PA,64615.0,40.3258,-78.9194
King of Prussia,PA,20044.0,40.0962,-75.3821
Knoxville,PA,602.0,41.9605,-77.4379
Lancaster,PA,404525.0,40.042,-76.3012
Lancaster City,PA,4178.0,,
Lewistown,PA,21827.0,40.5964,-77.573
Lower Burrell,PA,11228.0,40.5818,-79.7141
Lower Macungie Township,PA,4178.0,,
Lower Mount Bethel,PA,3089.0,,
Manchester Township,PA,4178.0,,
Mead Township,PA,4178.0,,
Mount Washington,PA,4178.0,,
Myerstown,PA,3205.0,40.3722,-76.3055
Nelson Township,PA,4178.0,,
New Kensington,PA,12466.0,40.5711,-79.7521
Old Forge,PA,7937.0,41.3705,-75.7409
Penn Hills,PA,40807.0,,
Penn Township,PA,4178.0,,
Perryopolis,PA,1701.0,40.0868,-79.7528
Philadelphia,PA,5637884.0,40.0077,-75.1339
Philadephia,PA,4178.0,,
Pittsburgh,PA,1715297.0,40.4396,-79.9763
Pittston,PA,7694.0,41.3274,-75.7885
Plymouth Township,PA,4178.0,,
Pottstown,PA,109437.0,40.2507,-75.6444
Prompton,PA,237.0,41.5891,-75.3275
Reading,PA,267300.0,40.34,-75.9267
Ross Township,PA,4178.0,,
Shaler Township,PA,4178.0,,
Sharon,PA,13259.0,41.2339,-80.4997
Smithfield Township,PA,4178.0,,
Somerset,PA,11918.0,40.005,-79.0778
South Greensburg,PA,2017.0,40.2783,-79.5473
South Whitehall Township,PA,4178.0,,
State College,PA,88285.0,40.791,-77.8568
Stewartstown,PA,5142.0,39.7528,-76.5925
Straban Township,PA,4178.0,,
Stroudsburg,PA,5511.0,40.9838,-75.1972
Three Springs,PA,436.0,40.197,-77.9819
Union City,PA,3238.0,41.897,-79.8437
Union Township,PA,4178.0,,
Upper Darby,PA,82930.0,,
Volant,PA,157.0,41.1131,-80.259
Washington,PA,13566.0,40.1739,-80.2465
West Chester,PA,20060.0,39.9601,-75.6058
Wilkinsburg,PA,15554.0,40.4442,-79.8733
York,PA,234245.0,39.9651,-76.7315
York County,PA,4178.0,,
Pawtucket,RI,72001.0,41.8744,-71.3743
Providence,RI,1206642.0,41.823,-71.4187
Tiverton,RI,15662.0,,
Aiken,SC,30721.0,33.5304,-81.727
Anderson,SC,77426.0,34.5212,-82.6478
Andrews,SC,3923.0,33.4494,-79.5659
Belton,SC,5753.0,34.5237,-82.4937
Blacksburg,SC,1893.0,35.1221,-81.5182
Boiling Springs,SC,9152.0,35.045,-81.9779
Camp Croft,SC,4178.0,,
Campobello,SC,569.0,35.1225,-82.1495
Cayce,SC,14086.0,33.9458,-81.0433
Charleston,SC,616085.0,32.8151,-79.963
Chester,SC,9039.0,34.705,-81.2132
Chesterfield County,SC,4178.0,,
Columbia,SC,566166.0,34.0376,-80.9037
Dalzell,SC,3415.0,34.0189,-80.4299
Darlington County,SC,4178.0,,
Easley,SC,21053.0,34.819,-82.5828
Edmund,SC,4178.0,,
Enoree,SC,802.0,34.6593,-81.9609
Florence,SC,91311.0,34.1782,-79.7872
Fountain Inn,SC,8688.0,34.6995,-82.1999
Goose Creek,SC,42619.0,32.9922,-80.0052
Greenville,SC,467894.0,34.8362,-82.3649
Greenville County,SC,4178.0,,
Greenwood,SC,42174.0,34.1945,-82.1542
Hardeeville,SC,5977.0,32.295,-81.0318
Hartsville,SC,14856.0,34.3679,-80.0829
Horry County,SC,4178.0,,
Huger,SC,4178.0,,
Inman,SC,2320.0,35.0468,-82.0914
Irmo,SC,12250.0,34.1016,-81.1953
Iva,SC,1292.0,34.307,-82.6636
James Island,SC,12083.0,32.7353,-79.9396
Johns Island,SC,4178.0,,
Johnsonville,SC,1492.0,33.8149,-79.4444
Ladson,SC,16511.0,33.0093,-80.1078
Lake City,SC,8489.0,33.8676,-79.7533
Lake View,SC,762.0,34.3406,-79.1663
Lancaster,SC,25247.0,34.7247,-80.7802
Landrum,SC,4565.0,35.1746,-82.1849
Latta,SC,1306.0,34.339,-79.4337
Lexington,SC,21265.0,33.9891,-81.2195
Lexington County,SC,4178.0,,
Little Mountain,SC,302.0,34.1969,-81.4126
Moncks Corner,SC,10933.0,33.1714,-80.0122
Myrtle Beach,SC,260487.0,33.7096,-78.8842
North Charleston,SC,110861.0,32.9067,-80.0722
Orangeburg,SC,31085.0,33.4928,-80.8671
Pelion,SC,699.0,33.7749,-81.2502
Pelzer,SC,1373.0,34.6433,-82.4588
Pendleton,SC,3197.0,34.6453,-82.7822
Piedmont,SC,6155.0,34.7074,-82.4651
Seneca,SC,26818.0,34.6816,-82.9609
Simpsonville,SC,22072.0,34.7291,-82.2572
Spartanburg,SC,183184.0,34.9437,-81.9256
Summerville,SC,50388.0,33.0016,-80.1795
Sumter,SC,72131.0,33.9392,-80.393
Sun City,SC,4178.0,,
Surfside Beach,SC,4422.0,33.6092,-78.9772
Swansea,SC,928.0,33.7396,-81.1053
Taylors,SC,22919.0,34.9157,-82.3124
Union County,SC,4178.0,,
Walterboro,SC,9013.0,32.901,-80.676
York,SC,8351.0,34.9967,-81.234
Box Elder,SD,9600.0,44.1129,-103.0806
Kyle,SD,791.0,43.4245,-102.1802
Lead,SD,3574.0,44.3527,-103.767
Mitchell,SD,15297.0,43.7296,-98.0337
New Underwood,SD,665.0,44.0978,-102.8362
Parmelee,SD,809.0,43.3241,-101.041
Rapid City,SD,88979.0,44.0716,-103.2205
Rapid Valley,SD,9034.0,44.0674,-103.1225
Rosebud,SD,1528.0,43.2399,-100.8229
Sioux Falls,SD,180204.0,43.5397,-96.7321
White Lake,SD,372.0,43.7283,-98.7117
300 block of State Line Road,TN,4178.0,,
Alamo,TN,2329.0,35.7831,-89.1167
Antioch,TN,4178.0,,
Arlington,TN,11681.0,35.2594,-89.668
Bartlett,TN,59102.0,35.2337,-89.8195
Blountville,TN,2654.0,36.533,-82.329
Bluff City,TN,1664.0,36.4586,-82.277
Bon Aqua,TN,4178.0,,
Bradley County,TN,4178.0,,
Bristol,TN,69865.0,36.5572,-82.2154
Bulls Gap,TN,714.0,36.2616,-83.0788
Carthage,TN,3220.0,36.2566,-85.943
Charleston,TN,681.0,35.2863,-84.7611
Chattanooga,TN,407182.0,35.0657,-85.2487
Cheatham County,TN,4178.0,,
Church Hill,TN,6674.0,36.5204,-82.7151
Claiborne County,TN,4178.0,,
Clarkrange,TN,821.0,36.1857,-85.0096
Clarksville,TN,182849.0,36.5696,-87.3428
Clinton,TN,10103.0,36.0981,-84.1283
Cocke County,TN,4178.0,,
Collierville,TN,50286.0,35.0471,-89.6988
Columbia,TN,38577.0,35.6236,-87.0487
Cosby,TN,4178.0,,
Counce,TN,4178.0,,
Cumberland County,TN,4178.0,,
DeKalb County,TN,4178.0,,
Decatur County,TN,4178.0,,
Dickson,TN,17085.0,36.064,-87.3668
Dyersburg,TN,21043.0,36.0465,-89.3777
East Ridge,TN,21118.0,34.9973,-85.2285
Elizabethon,TN,4178.0,,
Elizabethton,TN,13743.0,36.3367,-82.2369
Estill Springs,TN,2011.0,35.2753,-86.1395
Etowah,TN,4096.0,35.3381,-84.5282
Fairview,TN,7233.0,35.9815,-87.1293
Franklin,TN,78321.0,35.9216,-86.8525
Franklin County,TN,4178.0,,
Gallatin,TN,37351.0,36.3782,-86.4696
Germantown,TN,39141.0,35.0829,-89.7825
Gibson County,TN,4178.0,,
Gray,TN,1973.0,36.4219,-82.4767
Greenback,TN,1138.0,35.6488,-84.1724
Greeneville,TN,23678.0,36.168,-82.8198
Greenville,TN,4178.0,,
Hamilton County,TN,4178.0,,
Hendersonville,TN,57517.0,36.3063,-86.5998
Hixson,TN,4178.0,,
Hohenwald,TN,3551.0,35.5514,-87.554
Humboldt,TN,8448.0,35.8255,-88.9043
Jackson,TN,73685.0,35.6536,-88.8353
Johnson City,TN,126589.0,36.3406,-82.3803
Jonesborough,TN,5397.0,36.2959,-82.4766
Kingsport,TN,118001.0,36.5224,-82.5452
Knoxville,TN,585249.0,35.9692,-83.9496
LaFollette,TN,4178.0,,
Lakeland,TN,12618.0,35.2585,-89.7308
Lawrenceburg,TN,10433.0,35.2497,-87.3325
Lenoir City,TN,9199.0,35.811,-84.2817
Lewisburg,TN,11177.0,35.4493,-86.7896
Livingston,TN,3455.0,36.3875,-85.3265
McLemoresville,TN,333.0,35.9863,-88.5801
McMinnville,TN,15449.0,35.6863,-85.7812
Memphis,TN,1068873.0,35.1046,-89.9773
Monteagle,TN,1177.0,35.2367,-85.8512
Morristown,TN,60316.0,36.2047,-83.3005
Mt. Pleasant,TN,4178.0,,
Mufreesboro,TN,4178.0,,
Nashville,TN,1076645.0,36.1715,-86.7843
Newport,TN,11343.0,35.9617,-83.1977
Oak Ridge,TN,29096.0,35.9638,-84.2938
Oneida,TN,4242.0,36.5172,-84.5104
Ooltewah,TN,512.0,35.0722,-85.0547
Pigeon Forge,TN,6238.0,35.7977,-83.5623
Raleigh,TN,4178.0,,
Reagan,TN,4178.0,,
Rockwood,TN,5434.0,35.8693,-84.673
Sale Creek,TN,2596.0,35.3895,-85.0875
Sevierville,TN,24958.0,35.8873,-83.5678
Shelbyville,TN,21182.0,35.4987,-86.4516
Smith County,TN,4178.0,,
Smyrna,TN,49969.0,35.9722,-86.5253
Soddy Daisy,TN,4178.0,,
Soddy-Daisy,TN,13693.0,35.2571,-85.174
Somerville,TN,3200.0,35.2352,-89.3868
South Knoxville,TN,4178.0,,
Sparta,TN,5464.0,35.9347,-85.4726
Spring Hill,TN,42563.0,35.7438,-86.9116
Tullahoma,TN,17781.0,35.3721,-86.2173
Walter Hill,TN,4178.0,,
West Knox,TN,4178.0,,
Whitehaven,TN,4178.0,,
Winchester,TN,11642.0,35.1898,-86.1075
Abilene,TX,114964.0,32.4543,-99.7384
Addison,TX,15458.0,32.9586,-96.8356
Allen,TX,100685.0,33.1088,-96.6735
Alvin,TX,26474.0,29.387,-95.2936
Amarillo,TX,206072.0,35.1989,-101.831
Arlington,TX,396394.0,32.6998,-97.1251
Austin,TX,1638716.0,30.3006,-97.7517
Azle,TX,12495.0,32.8955,-97.5379
Bacliff,TX,10925.0,29.5077,-94.988
Balch Springs,TX,25357.0,32.7194,-96.6151
Baytown,TX,76804.0,29.7586,-94.9669
Beaumont,TX,148954.0,30.085,-94.1451
Beckville,TX,826.0,32.2436,-94.4561
Bedford,TX,49486.0,32.8464,-97.135
Bellville,TX,4137.0,29.9472,-96.2597
Bexar County,TX,4178.0,,
Boerne,TX,16050.0,29.7844,-98.7289
Bracketville,TX,4178.0,,
Brookshire,TX,5022.0,29.7826,-95.9545
Brownsville,TX,227883.0,25.998,-97.4565
Burnet,TX,5762.0,30.7496,-98.2382
Camp Wood,TX,726.0,29.669,-100.0108
Campbellton,TX,4178.0,,
Canutillo,TX,5075.0,31.9185,-106.6006
Carrollton,TX,135710.0,32.989,-96.8999
Cedar Hill,TX,48710.0,32.5809,-96.9592
Cedar Lake,TX,4178.0,,
Channelview,TX,40983.0,29.7914,-95.1145
Chapeno,TX,24.0,26.5507,-99.1339
Childress,TX,4684.0,34.4293,-100.2516
Cinco Ranch,TX,18200.0,29.7395,-95.7606
Cisco,TX,3568.0,32.3848,-98.9805
Clarksville,TX,3032.0,33.611,-95.0562
Cloverleaf,TX,24023.0,29.7882,-95.1724
Clute,TX,11634.0,29.0257,-95.3975
Cochran County,TX,4178.0,,
Conroe,TX,84378.0,30.3224,-95.482
Corpus Christi,TX,341435.0,27.7261,-97.3755
Crowell,TX,866.0,33.9839,-99.7241
Dalhart,TX,8121.0,36.0579,-102.5123
Dallas,TX,5733259.0,32.7936,-96.7662
DeSoto,TX,53568.0,32.5992,-96.8633
Del Rio,TX,44424.0,29.3708,-100.88
Denton,TX,440146.0,33.2176,-97.1419
Denton County,TX,4178.0,,
Dilley,TX,4407.0,28.6675,-99.1765
Dumas,TX,14931.0,35.8613,-101.9642
Edinburg,TX,90280.0,26.3197,-98.1596
El Paso,TX,845674.0,31.8479,-106.4309
Ellis County,TX,4178.0,,
Elmendorf,TX,1945.0,29.258,-98.3219
Euless,TX,55174.0,32.8508,-97.0799
Fairfield,TX,3242.0,31.7184,-96.1697
Farmers Branch,TX,37088.0,32.9272,-96.8806
Floresville,TX,7126.0,29.14,-98.163
Fort Stockton,TX,9421.0,30.8926,-102.8847
Fort Worth,TX,874168.0,32.7812,-97.3472
Freeport,TX,12169.0,28.9454,-95.3602
Friendswood,TX,39839.0,29.5112,-95.1979
Fritch,TX,3744.0,35.6431,-101.5964
Fulshear,TX,10044.0,29.693,-95.8792
Fuqua,TX,4178.0,,
Galveston,TX,46561.0,29.2487,-94.891
Garland,TX,238002.0,32.91,-96.6305
Georgetown,TX,70685.0,30.6668,-97.6953
Giddings,TX,5261.0,30.1833,-96.9279
Gilmer,TX,5261.0,32.7317,-94.946
Gladewater,TX,6408.0,32.5426,-94.9465
Gonzales County,TX,4178.0,,
Grand Prairie,TX,193837.0,32.687,-97.0209
Grand Prarie,TX,4178.0,,
Greenspoint,TX,4178.0,,
Groveton,TX,1034.0,31.0572,-95.1269
Guadalupe County,TX,4178.0,,
Harker Heights,TX,31075.0,31.0572,-97.6445
Harmony,TX,4178.0,,
Harris County,TX,4178.0,,
Henderson County,TX,4178.0,,
Hereford,TX,15440.0,34.8232,-102.4001
Hopkins County,TX,4178.0,,
Houston,TX,5446468.0,29.7869,-95.3905
Humble,TX,15997.0,29.9921,-95.2655
Huntsville,TX,39542.0,30.705,-95.5545
Hurst,TX,39051.0,32.8353,-97.1808
Hutchins,TX,5627.0,32.6421,-96.7093
Irving,TX,240373.0,32.8584,-96.9702
Jourdanton,TX,4336.0,28.9138,-98.5411
Katy,TX,18282.0,29.7905,-95.8353
Kerrville,TX,30148.0,30.0398,-99.1319
Killeen,TX,247489.0,31.0755,-97.7297
Kingsbury,TX,683.0,29.6541,-97.8
Kingwood,TX,4178.0,,
Knox County,TX,4178.0,,
Kountze,TX,2113.0,30.3724,-94.3161
La Marque,TX,16766.0,29.369,-94.9957
La Porte,TX,35371.0,29.669,-95.0483
Lake Jackson,TX,76565.0,29.0516,-95.4521
Lancaster,TX,39386.0,32.5922,-96.7737
Lantana,TX,9503.0,33.092,-97.1216
Laredo,TX,260244.0,27.5617,-99.4874
League City,TX,104903.0,29.4874,-95.1087
Leon County,TX,4178.0,,
Levelland,TX,13884.0,33.5806,-102.3636
Littlefield,TX,5558.0,33.9191,-102.3349
Llano,TX,3064.0,30.7508,-98.6763
Lockhart,TX,13396.0,29.8785,-97.6831
Longview,TX,100196.0,32.5192,-94.7622
Lorena,TX,1761.0,31.3818,-97.2127
Lubbock,TX,262505.0,33.5642,-101.8871
Lufkin,TX,45912.0,31.3217,-94.7277
Mabank,TX,3446.0,32.3682,-96.1141
Mansfield,TX,68928.0,32.569,-97.1211
Marshall,TX,21672.0,32.537,-94.3515
Maryneal,TX,4178.0,,
Mathis,TX,5776.0,28.0909,-97.817
McKinney,TX,235134.0,33.2016,-96.6669
Mesquite,TX,143949.0,32.7623,-96.5889
Midland,TX,144247.0,32.0249,-102.1137
Midlothian,TX,25254.0,32.4718,-96.9877
Mission,TX,84424.0,26.204,-98.3251
Missouri City,TX,74497.0,29.563,-95.5365
Monahans,TX,8312.0,31.6289,-103.0404
Myra,TX,4178.0,,
Nacogdoches,TX,35192.0,31.6135,-94.6528
